-0.933060,-0.340072,1.906357,-0.354745,1.987661,0.184336
0.521343,-0.836655,0.509562,0.733076,-1.864734,0.419226
0.521343,-0.836655,0.509562,-0.078790,2.077324,0.253513
0.037308,0.147683,0.552310,1.425138,-1.441069,-0.362842
0.037308,0.147683,0.552310,-1.274102,1.648952,-0.312449
-0.728800,0.240472,0.148608,0.163966,2.049649,-0.115478
-0.728800,0.240472,0.148608,0.163966,2.049649,0.412693
0.576860,0.730280,-0.351297,0.683379,1.880881,-0.481681
0.576860,0.730280,-0.351297,0.683379,1.880881,-0.220913
0.233577,-0.717427,-3.292949,0.791298,-1.845816,0.044377
-0.399330,0.593861,-2.103704,1.755899,-0.985816,0.020012
0.199637,0.827583,-1.462675,-2.000000,0.257559,-0.230970
-0.383616,-0.824091,-0.868432,2.000000,0.122218,-0.411422
0.060985,-0.436846,1.140206,0.636788,-1.896020,-0.209922
0.221444,-0.455018,-2.225885,-1.948710,-0.720433,0.003394
0.221444,-0.455018,-2.225885,2.000000,-0.237496,-0.398872
-0.343943,0.934901,-1.429483,-1.825378,-0.890186,-0.023264
-0.214855,-0.897889,-3.507726,1.835196,-0.876672,0.172593
0.532135,0.165552,-1.679535,-1.295154,1.619976,-0.220887
-0.474673,-0.527020,0.089519,-0.077824,2.077638,-0.074518
-0.474673,-0.527020,0.089519,-0.077824,2.077638,0.253556
-0.031578,-0.585559,-0.872936,-2.000000,-0.520145,-0.159279
-0.031578,-0.585559,-0.872936,1.997707,-0.652995,-0.137212
0.169506,-0.373692,-0.212918,-1.009879,1.774795,-0.135439
0.169506,-0.373692,-0.212918,-1.009879,1.774795,-0.290397
-0.272471,-0.014895,-0.493024,-0.589634,-1.911341,-0.208361
-0.272471,-0.014895,-0.493024,0.077504,2.077742,-0.178913
-0.712877,0.305652,2.216934,1.593600,-1.209200,-0.223655
-0.846897,0.235348,-0.068464,-1.049235,1.762007,0.077766
-0.846897,0.235348,-0.068464,-1.049235,1.762007,-0.214694
0.444495,0.698286,-2.196734,-1.372709,1.513231,-0.390737
0.177254,0.270911,2.205694,1.314565,-1.593260,0.446253
-0.805248,0.351142,-0.697648,-1.391716,-1.487070,-0.153505
-0.805248,0.351142,-0.697648,-0.274846,2.013621,-0.205525
-0.483783,0.752524,1.020690,1.403943,1.470241,0.498249
0.279044,-0.429670,4.864074,-0.473108,-1.949202,0.477300
0.067817,0.078288,-0.412680,-0.089905,2.073712,0.012499
0.067817,0.078288,-0.412680,0.234209,-2.026825,0.035872
0.310063,-0.101782,0.236636,0.462353,1.952697,0.098765
0.310063,-0.101782,0.236636,0.462353,1.952697,0.374507
-0.736696,0.070929,-2.031079,-1.642428,-1.141994,-0.291885
0.828758,-0.483659,3.660228,-0.988489,1.781745,-0.086745
-0.107802,-0.112092,-3.378245,-1.770131,0.966227,-0.135565
-0.107802,-0.112092,-3.378245,1.590363,-1.213657,-0.065662
0.139316,0.308679,0.903932,1.308741,-1.601276,0.103341
0.139316,0.308679,0.903932,-0.800092,1.842959,0.260812
0.772437,0.297021,0.623281,2.000000,-0.212508,-0.316354
0.432787,-0.531377,-1.436449,2.000000,-0.382076,0.033343
-0.708185,0.168077,-3.027589,-1.982574,0.673825,0.127730
-0.105494,0.695788,-2.389482,1.572615,-1.238085,0.484421
-0.768406,0.325046,1.701190,2.000000,0.530753,0.368074
-0.829061,0.271223,-1.764387,-1.550119,-1.269048,-0.434998
-0.829061,0.271223,-1.764387,0.024672,2.094908,-0.190388
-0.037899,-0.051921,-1.933774,-1.706319,-1.054056,-0.266469
-0.037899,-0.051921,-1.933774,1.735815,1.013459,-0.161245
-0.358908,0.882278,3.048115,0.193696,-2.039989,0.179430
-0.461382,-0.293269,-1.265157,-1.982078,-0.674506,-0.314250
-0.461382,-0.293269,-1.265157,2.000000,0.323797,0.273970
0.207550,-0.882796,-1.291523,1.388907,-1.490937,-0.102118
-0.691695,-0.245146,-1.711129,-1.849761,0.856626,-0.293353
-0.691695,-0.245146,-1.711129,0.939981,-1.797506,0.286468
-0.785107,-0.220090,-1.137869,1.312485,1.596123,-0.009454
0.491271,0.819748,-2.605952,2.000000,0.069323,0.357061
-0.358745,-0.387968,2.797857,1.922800,-0.756096,0.335950
0.955469,0.150625,-2.376494,1.944592,0.726102,-0.201525
0.304084,-0.237932,0.685903,2.000000,0.606926,-0.325132
0.304084,-0.237932,0.685903,-1.607415,-1.190187,-0.453653
-0.580211,-0.129035,1.911256,-2.000000,0.216795,0.136980
-0.634893,0.502874,1.231212,1.893058,-0.797032,0.285562
-0.056527,-0.805844,1.373206,1.635946,1.150917,0.310646
0.545278,0.741407,-2.697064,1.707017,-1.053095,-0.464288
-0.100272,-0.889374,1.127111,1.552398,-1.265911,0.434188
-0.100272,-0.889374,1.127111,-2.000000,-0.456549,0.330603
-0.619517,0.274731,1.214012,2.000000,0.412200,0.163162
-0.900040,0.314273,-3.759833,1.823230,0.893143,-0.182893
-0.612683,0.637606,-0.692480,-1.321929,1.583125,-0.300450
-0.612683,0.637606,-0.692480,1.160241,-1.725939,0.287491
-0.098954,-0.585058,2.285208,-1.650553,-1.130811,-0.420323
0.590380,0.043840,-0.967145,-0.401402,1.972501,-0.157139
0.590380,0.043840,-0.967145,1.383465,-1.498427,-0.319418
0.348154,0.757436,1.410744,2.000000,0.003819,-0.031398
0.348154,0.757436,1.410744,-1.356716,1.535244,-0.077690
0.167027,-0.326476,-0.453006,-1.311071,1.598069,0.042278
0.167027,-0.326476,-0.453006,1.225551,-1.704719,-0.098313
0.829421,0.516770,-2.751446,-0.140822,2.057169,-0.202823
0.829421,0.516770,-2.751446,1.766584,-0.971109,-0.289719
0.621482,0.748650,0.570663,1.160619,1.725817,0.498406
0.621482,0.748650,0.570663,-0.807135,-1.840670,0.379195
-0.909495,0.383675,-0.443972,-1.396642,1.480290,-0.274850
-0.909495,0.383675,-0.443972,0.170512,-2.047522,-0.069028
-0.108328,0.028567,-1.776169,1.983490,-0.672564,-0.452357
-0.506563,0.499822,3.107281,-2.000000,0.040555,0.144623
-0.746160,-0.221308,1.737768,-2.000000,-0.345427,0.386053
0.964301,-0.130184,0.636658,2.000000,-0.076022,-0.210178
0.516537,0.110866,1.629902,1.613170,1.182265,0.149046
0.128087,0.804889,2.019480,-0.895950,1.811813,0.185394
-0.792549,-0.011477,-1.170289,-2.000000,-0.129664,0.153855
-0.363847,0.232438,-0.180793,1.927048,0.750250,-0.395896
-0.363847,0.232438,-0.180793,1.927048,0.750250,0.034311
-0.296979,-0.529346,3.886076,2.000000,0.038229,-0.011127
0.706785,0.095714,-1.921565,2.000000,0.465794,-0.340542
0.475833,0.133499,-1.266992,-1.736148,-1.013000,-0.135930
-0.262979,-0.409120,-0.179428,1.378395,1.505406,-0.436299
-0.262979,-0.409120,-0.179428,1.378395,1.505406,0.077444
0.042867,0.314636,-1.071828,-1.321422,-1.583822,0.492112
0.042867,0.314636,-1.071828,1.076601,1.753116,0.113185
-0.615140,0.436069,0.176414,-1.379586,1.503766,0.355877
-0.615140,0.436069,0.176414,-1.379586,1.503766,-0.003049
0.934871,-0.063795,-1.929587,2.000000,-0.403477,-0.432676
-0.737103,-0.629594,0.171526,2.000000,0.049528,0.114725
-0.737103,-0.629594,0.171526,2.000000,0.049528,0.228327
0.477661,0.497877,0.858979,1.407098,1.465899,-0.240652
-0.404733,0.310805,0.763952,2.000000,0.112558,-0.030056
-0.404733,0.310805,0.763952,-2.000000,0.442319,0.237218
0.053817,-0.764975,1.863067,-1.498924,-1.339511,-0.468819
-0.705514,-0.299269,-2.418645,1.380894,-1.501966,-0.075720
0.105868,0.238854,-1.800722,-0.657136,-1.889408,-0.445643
-0.506601,0.102414,-1.159885,-1.971704,0.688785,0.225541
-0.604076,-0.177540,2.677257,-1.933069,0.741962,0.141277
-0.349739,0.042892,-0.913436,-2.000000,0.438296,0.497680
-0.326151,-0.525235,1.401892,1.906346,0.778743,0.479720
-0.604687,0.706729,0.836976,1.032227,-1.767534,0.096421
0.272188,0.658778,-0.450118,-0.353512,-1.988061,-0.241600
0.272188,0.658778,-0.450118,0.569810,1.917782,-0.350934
-0.135802,0.805981,-0.700605,1.440762,1.419565,0.326098
0.403366,-0.601311,-0.847679,-2.000000,-0.485281,0.333309
0.403366,-0.601311,-0.847679,1.979958,-0.677425,-0.072959
-0.580081,0.794713,0.421898,-0.438837,1.960338,0.292965
-0.580081,0.794713,0.421898,-0.895926,-1.811820,0.133581
-0.747708,0.320958,-0.780399,-1.481287,1.363787,-0.457609
-0.747708,0.320958,-0.780399,0.779262,-1.849727,-0.108500
0.984146,0.085160,4.659060,1.714025,-1.043450,0.306959
0.907034,-0.240149,0.560541,2.000000,-0.618089,-0.317167
-0.445195,0.157344,-2.959029,2.000000,0.375421,-0.227060
0.090789,-0.415188,-0.083195,-1.881827,0.812490,0.321833
0.090789,-0.415188,-0.083195,-1.881827,0.812490,-0.488224
0.391555,0.702222,-1.641503,-2.000000,0.614140,0.117726
-0.261100,0.090568,1.925016,-1.952710,0.714929,-0.206465
0.008095,0.148383,-1.258296,-1.649748,-1.131920,-0.319696
0.008095,0.148383,-1.258296,1.517450,1.314012,-0.403764
-0.535122,-0.498382,0.082970,-1.242725,-1.692140,-0.348325
-0.476353,0.335524,0.152150,-1.835766,0.875889,-0.463111
-0.134951,0.863012,0.196273,0.571426,1.917257,-0.220075
-0.579581,-0.242572,0.491732,0.441050,1.959619,-0.031078
-0.579581,-0.242572,0.491732,-1.248022,-1.684848,0.149328
0.084173,0.522204,2.705106,1.387030,-1.493520,0.312936
-0.704704,-0.408454,-0.254160,-1.569004,-1.243055,0.496141
-0.009756,-0.132058,-0.185513,0.285151,2.010273,-0.394382
-0.009756,-0.132058,-0.185513,0.285151,2.010273,0.023357
-0.159784,-0.779478,0.266643,2.000000,0.167223,0.264119
-0.159784,-0.779478,0.266643,2.000000,0.167223,0.269167
-0.063510,-0.443852,0.961451,-0.048538,2.087153,-0.311331
-0.063510,-0.443852,0.961451,-0.073184,-2.079146,0.139101
0.293092,0.771528,0.165754,1.695113,1.069480,0.157000
0.293092,0.771528,0.165754,1.695113,1.069480,0.174508
0.589837,-0.502723,1.852645,2.000000,0.177718,0.153598
-0.549498,-0.259114,3.129585,1.375627,-1.509215,0.297276
-0.406657,0.209609,-0.194887,-1.343363,-1.553623,0.212682
-0.406657,0.209609,-0.194887,0.510957,1.936904,0.204376
-0.680159,-0.673791,1.167839,-2.000000,-0.576580,0.015795
-0.881675,-0.111901,-1.185088,-2.000000,0.289299,-0.279357
0.501871,-0.446798,-1.053360,1.516373,-1.315495,-0.143594
0.429591,-0.890751,-0.908980,-0.741429,1.862020,0.193440
0.219230,0.777657,3.227357,-1.218905,1.706878,-0.214383
-0.729776,0.010209,2.578882,-1.559119,1.256660,0.159103
-0.748596,0.654094,1.500354,-1.673028,1.099878,0.112927
0.103674,-0.255708,-4.928240,1.388563,-1.491411,-0.148207
-0.443201,-0.851704,-1.920171,-2.000000,0.228684,0.159913
-0.443201,-0.851704,-1.920171,0.926144,-1.802002,-0.090549
-0.804421,-0.444299,-2.846770,-2.000000,-0.529737,-0.009865
-0.138825,-0.811127,-1.183238,-1.635995,-1.150850,-0.334641
-0.138825,-0.811127,-1.183238,2.000000,-0.325805,0.029050
0.597003,0.506981,-1.631736,0.054483,2.085222,0.447096
-0.130768,0.766483,-1.221608,-0.496053,-1.941747,0.447561
-0.130768,0.766483,-1.221608,0.047412,2.087519,-0.407411
0.134559,0.366078,0.228641,2.000000,0.209707,0.120155
0.134559,0.366078,0.228641,2.000000,0.209707,0.337127
-0.146765,-0.404460,0.020076,1.288652,1.628926,-0.013631
-0.146765,-0.404460,0.020076,1.288652,1.628926,0.053784
0.370885,-0.374295,-1.082992,-1.750832,0.992789,0.114056
0.370885,-0.374295,-1.082992,1.616896,-1.177136,-0.380007
-0.191809,-0.511077,0.985540,-0.546770,1.925268,0.419548
-0.030363,-0.205699,0.990244,1.591738,-1.211763,0.481987
-0.030363,-0.205699,0.990244,-1.816651,0.902198,0.430542
0.569734,0.050413,4.968285,-1.619555,1.173477,-0.228620
