3.000000,9.842167
8.000000,3.511784
3.000000,9.953780
9.000000,7.665007
4.000000,7.242938
2.000000,6.782243
2.000000,6.782243
2.000000,3.876180
2.000000,3.876180
8.000000,11.889333
9.000000,11.377640
5.000000,8.615508
0.000000,8.683306
8.000000,6.898940
6.000000,10.408170
0.000000,8.530045
6.000000,9.130562
9.000000,14.042755
4.000000,9.178471
3.000000,8.799395
3.000000,8.799395
5.000000,6.982734
9.000000,7.198639
3.000000,8.173772
3.000000,8.173772
7.000000,6.479139
2.000000,7.149419
9.000000,12.279654
3.000000,5.156454
3.000000,5.156454
4.000000,8.961643
9.000000,9.347751
6.000000,6.682531
3.000000,6.043682
1.000000,6.953476
7.000000,15.676770
3.000000,6.821022
8.000000,7.195977
2.000000,6.882412
2.000000,6.882412
6.000000,7.685721
3.000000,15.802336
4.000000,12.667143
9.000000,12.940211
9.000000,7.927748
3.000000,6.368415
0.000000,5.425704
0.000000,7.179241
4.000000,11.467775
9.000000,12.830187
0.000000,10.265143
6.000000,7.195395
2.000000,8.519362
6.000000,8.542578
1.000000,9.081700
8.000000,13.773714
6.000000,6.111994
0.000000,9.892805
9.000000,5.944302
4.000000,7.122037
8.000000,10.034708
1.000000,9.984343
0.000000,11.362145
9.000000,11.255593
1.000000,8.192153
0.000000,7.158605
6.000000,8.068598
5.000000,7.661922
9.000000,9.985850
1.000000,9.322858
9.000000,10.303811
9.000000,6.103950
5.000000,7.016432
0.000000,9.419277
1.000000,15.109154
4.000000,4.150934
8.000000,10.376227
6.000000,10.554201
3.000000,7.716845
9.000000,6.170830
0.000000,7.728956
4.000000,7.977054
4.000000,8.255606
8.000000,5.912166
3.000000,10.440134
9.000000,10.084179
2.000000,3.727889
7.000000,9.878251
4.000000,4.039362
8.000000,8.955268
9.000000,8.576299
5.000000,11.164736
5.000000,6.159595
0.000000,4.463104
1.000000,7.105111
3.000000,7.764890
5.000000,5.986339
1.000000,7.861719
1.000000,7.861719
0.000000,15.197383
0.000000,6.919375
6.000000,9.120564
1.000000,8.449523
1.000000,8.449523
6.000000,9.375698
2.000000,7.104057
4.000000,4.417845
4.000000,4.417845
0.000000,6.227738
0.000000,9.402225
0.000000,9.402225
1.000000,5.783222
0.000000,8.467251
5.000000,5.617060
6.000000,9.532862
9.000000,11.199641
7.000000,8.786299
4.000000,6.999814
4.000000,10.023804
5.000000,7.356746
1.000000,9.149866
8.000000,10.192526
7.000000,9.092572
2.000000,4.325002
1.000000,6.596426
5.000000,8.934555
9.000000,5.861005
3.000000,3.937365
7.000000,8.804606
4.000000,4.384092
8.000000,9.125641
9.000000,15.183058
0.000000,4.839404
0.000000,12.242999
4.000000,7.861621
4.000000,7.861621
5.000000,9.900718
4.000000,9.306259
6.000000,7.651136
1.000000,6.965844
6.000000,4.843981
4.000000,5.289971
2.000000,4.451899
2.000000,8.276245
6.000000,5.420348
9.000000,11.295552
6.000000,4.721729
2.000000,7.241993
2.000000,7.241993
0.000000,7.860531
0.000000,7.860531
3.000000,9.443509
7.000000,6.101490
1.000000,4.777860
1.000000,4.777860
0.000000,7.701600
9.000000,12.152198
6.000000,6.792574
2.000000,6.654137
5.000000,5.848679
5.000000,4.979916
9.000000,5.386736
3.000000,10.627201
3.000000,12.813733
4.000000,9.484947
4.000000,5.752537
9.000000,17.005430
5.000000,9.379418
8.000000,8.250043
5.000000,10.265769
6.000000,5.847169
0.000000,8.353145
2.000000,8.886140
7.000000,10.673992
2.000000,5.206622
0.000000,6.250415
0.000000,6.250415
1.000000,8.297399
1.000000,8.297399
4.000000,9.311598
9.000000,5.468382
3.000000,8.420952
9.000000,6.584243
4.000000,7.250691
4.000000,19.166543
9.000000,12.401342
5.000000,4.724768
3.000000,7.591634
7.000000,5.389293
7.000000,10.416824
5.000000,10.534977
9.000000,10.937146
8.000000,16.707169
9.000000,12.042098
5.000000,9.914541
5.000000,7.070887
4.000000,7.483635
4.000000,7.483635
2.000000,10.567142
6.000000,4.510385
0.000000,9.698262
0.000000,13.760573
6.000000,12.698750
6.000000,6.736839
4.000000,8.346437
9.000000,5.076979
3.000000,5.255414
9.000000,7.127162
4.000000,9.890023
5.000000,12.742247
3.000000,7.658143
3.000000,7.658143
5.000000,4.834782
5.000000,4.869326
9.000000,10.614894
9.000000,11.258848
9.000000,15.108034
2.000000,7.136413
7.000000,6.612617
5.000000,8.540479
0.000000,5.549541
1.000000,5.501837
1.000000,5.501837
5.000000,9.909795
2.000000,5.730896
2.000000,5.730896
0.000000,10.251190
5.000000,3.635368
5.000000,11.538061
1.000000,13.412753
8.000000,8.652770
5.000000,4.489525
4.000000,9.472302
9.000000,11.277909
4.000000,15.515746
6.000000,8.678215
6.000000,7.280362
1.000000,7.525190
2.000000,4.758722
2.000000,4.758722
5.000000,12.640337
2.000000,7.214996
2.000000,12.511383
6.000000,16.519173
3.000000,8.209213
8.000000,8.115490
5.000000,16.245571
8.000000,6.778984
4.000000,5.935841
9.000000,8.196904
5.000000,7.342352
5.000000,13.761255
5.000000,18.554671
4.000000,6.994729
4.000000,17.811752
0.000000,4.959366
3.000000,8.818511
7.000000,7.728440
7.000000,7.010203
2.000000,6.584789
4.000000,5.661113
4.000000,5.661113
4.000000,10.366931
6.000000,10.705389
1.000000,8.351964
6.000000,6.267399
2.000000,6.921036
3.000000,8.695910
7.000000,4.707794
5.000000,8.907445
0.000000,10.164117
1.000000,4.361243
7.000000,10.757384
1.000000,7.085249
8.000000,8.746360
3.000000,4.877325
0.000000,7.380035
0.000000,7.380035
2.000000,5.358636
9.000000,6.847241
2.000000,3.838320
2.000000,3.838320
8.000000,5.389748
1.000000,7.611933
3.000000,4.936060
0.000000,7.425189
6.000000,12.272992
2.000000,11.748094
5.000000,5.044447
2.000000,8.468273
6.000000,4.680433
3.000000,8.355095
9.000000,5.486364
4.000000,10.806987
5.000000,6.402522
1.000000,5.002669
3.000000,15.698437
1.000000,11.744047
1.000000,11.821854
2.000000,19.657999
3.000000,9.120343
7.000000,4.134171
9.000000,17.711502
3.000000,5.262176
9.000000,8.243505
6.000000,15.196997
9.000000,10.974397
8.000000,10.538778
8.000000,10.972665
6.000000,8.196355
9.000000,9.199626
